Round,Year,President,Awardee,Project Name,Applicant Name,State,City,GrantAmount,Funding Request,Project Cost,Project Type,Density
TIGER IX,2017,Trump,No,US 192 Autonomous Rapid Transit Project (ART),Osceola County,Florida,Kissimmee,#N/A,"$7,000,000","$14,000,000",Transit,N/A
BUILD I,2018,Trump,Yes,South Dade Transitway Park-and-Ride Improvements,Miami Dade County,Florida,Miami,"$9,500,000.00","$9,500,000","$19,000,000",Transit,Urban
BUILD I,2018,Trump,Yes,Urban Core Riverfront Revitalization & Bay Street Innovation Corridor,City of Jacksonville,Florida,Jacksonville,"$25,000,000.00","$12,462,500","$37,462,500",Road,Urban
BUILD I,2018,Trump,No,Antioch Road Interchange,Florida Department of Transportation,Florida,Tallahassee,#N/A,"$25,000,000","$105,257,805",Road,N/A
BUILD I,2018,Trump,No,Bay Street Innovation Corridor,Jacksonville Transportation Authority,Florida,Jacksonville,#N/A,"$25,000,000","$51,398,500",Transit,N/A
BUILD I,2018,Trump,No,Berth 4 Extension Study,Manatee County Port Authority,Florida,Palmetto,#N/A,"$400,000","$500,000",Maritime,N/A
BUILD I,2018,Trump,No,"Big Bend Road at I-75 - Safely Connecting People, Jobs, and Goods",Hillsborough County Board of County Commissioners,Florida,tampa,#N/A,"$25,000,000","$59,597,027",Road,N/A
BUILD I,2018,Trump,No,Big Carlos Pass Bridge Rehabilitation/Replacement,Lee County Government,Florida,Fort Myers,#N/A,"$25,000,000","$56,310,820",Road,N/A
BUILD I,2018,Trump,No,Biscayne Everglades Greenway,City of Homestead,Florida,Homestead,#N/A,"$5,000,000","$7,800,000",Road,N/A
BUILD I,2018,Trump,No,Boca Raton II Tri-Rail Station,South Florida Regional Transportation Authority (SFRTA),Florida,Pompano Beach,#N/A,"$17,200,000","$26,533,470",Transit,N/A
BUILD I,2018,Trump,No,Broward County's Port Everglades Intermodal Freight Connector Project,Broward Metropolitan Planning Organization,Florida,Fort Lauderdale,#N/A,"$25,000,000","$441,486,729",Maritime,N/A
BUILD I,2018,Trump,No,Bulkhead Rehabilitation and Capacity Expansion Project,Miami-Dade County,Florida,Miami,#N/A,"$9,083,554","$19,924,070",Maritime,N/A
BUILD I,2018,Trump,No,Card Sound Bridge Replacement Planning and Design Project,Monroe County,Florida,Key West,#N/A,"$4,200,000","$5,250,000",Road,N/A
BUILD I,2018,Trump,No,City of Bonita Springs Terry Street Complete Street Project,City of Bonita Springs,Florida,Bonita Springs,#N/A,"$15,844,498","$19,805,622",Road,N/A
BUILD I,2018,Trump,No,City of Tampa Downtown Gateway Rehabilitation Project,City of Tampa,Florida,Tampa,#N/A,"$5,556,328","$11,112,656",Road,N/A
BUILD I,2018,Trump,No,Dixie Highway Streetscape Improvements Project,"City of Pompano Beach, FL",Florida,Pompano Beach,#N/A,"$12,982,975","$42,082,975",Road,N/A
BUILD I,2018,Trump,No,Fruitville Road Gateway Project,City of Sarasota,Florida,Sarasota,#N/A,"$7,434,722","$9,890,722",Road,N/A
BUILD I,2018,Trump,No,Kiss-and-Ride Transit / Terminal Facility,City of Miami Gardens,Florida,Miami Gardens,#N/A,"$5,000,000","$9,500,000",Transit,N/A
BUILD I,2018,Trump,No,LYNX Southern Operations Maintenance and Transportation Training Center,Central Florida Regional Transportation Authority (LYNX),Florida,Orlando,#N/A,"$22,000,000","$25,000,000",Transit,N/A
BUILD I,2018,Trump,No,Motor Carrier Mainline Screening and Interconnected Facilities,Florida Department of Transportation,Florida,Tallahassee,#N/A,"$19,737,200","$24,737,200",Road,N/A
BUILD I,2018,Trump,No,Narcoossee Road Complete Streets Commuter Corridor,City of Orlando,Florida,Orlando,#N/A,"$13,000,000","$32,000,000",Road,N/A
BUILD I,2018,Trump,No,Neptune Road Widening and Improvement Project,Osceola County,Florida,Kissimmee,#N/A,"$14,960,400","$57,540,000",Road,N/A
BUILD I,2018,Trump,No,North Cargo Berth 8 Improvement Project,Canaveral Port Authority,Florida,Cape Canaveral,#N/A,"$7,157,149","$14,910,427",Maritime,N/A
BUILD I,2018,Trump,No,P.J. Adams Phase IV - Construction from Wildhorse Drive to proposed I-10 Interchange,Okaloosa County,Florida,Shalimar,#N/A,"$8,000,000","$14,692,000",Road,N/A
BUILD I,2018,Trump,No,Palmetto Bay Roadway Resurfacing Initiative,Village of Palmetto Bay,Florida,Palmetto Bay,#N/A,"$5,000,000","$6,250,000",Road,N/A
BUILD I,2018,Trump,No,Palmetto Trails Network Project,Manatee County Government Board of Commissioners,Florida,BRADENTON,#N/A,"$12,238,000","$15,297,000",Road,N/A
BUILD I,2018,Trump,No,"Pasco County, FL Bi-County Bicycle/Pedestrian (aka Orange Belt) Trail PD&E Study",Pasco County,Florida,New Port Richey,#N/A,"$1,380,000","$2,300,000",Road,N/A
BUILD I,2018,Trump,No,"Pasco County, Florida - I-75 and Overpass Road Interchange Design/Build Project","Pasco, County of",Florida,New Port Richey,#N/A,"$15,172,272","$63,217,800",Road,N/A
BUILD I,2018,Trump,No,RSW Roadway Network Improvements,Lee County Port Authority,Florida,Fort Myers,#N/A,"$11,268,800","$26,986,404",Road,N/A
BUILD I,2018,Trump,No,Snake Road Widening and Safety Improvements,Miccosukee Corporation,Florida,Miami,#N/A,"$13,310,554","$14,905,882",Road,N/A
BUILD I,2018,Trump,No,South Port Container Yard Expansion and Berth 10 Rehabilitation,Manatee County Port Authority,Florida,Palmetto,#N/A,"$22,640,000","$28,300,000",Maritime,N/A
BUILD I,2018,Trump,No,St Petersburg Snell Isle Bridge Replacement Planning,City of St Petersburg,Florida,St Petersburg,#N/A,"$840,600","$1,401,000",Road,N/A
BUILD I,2018,Trump,No,Sumter County Road 501 Phase II (CR 501 Phase II),"SUMTER, COUNTY OF",Florida,Wildwood,#N/A,"$20,078,400","$25,098,000",Road,N/A
BUILD I,2018,Trump,No,Suwannee Valley Next Generation Mobility PlanRural Planning Grant,Suwannee Valley Transit Authority,Florida,Live Oak,#N/A,"$2,000,000","$2,000,000",Transit,N/A
BUILD I,2018,Trump,No,SW 20th Avenue Complete Street Bridge Replacement,Alachua County,Florida,Gainesville,#N/A,"$12,293,600","$15,367,000",Road,N/A
BUILD I,2018,Trump,No,The Underline – Segment 6,Miami Dade County,Florida,Miami,#N/A,"$16,397,600","$20,497,000",Road,N/A
BUILD I,2018,Trump,No,US 98 Improvement,Florida Department of Transportation,Florida,Tallahassee,#N/A,"$25,000,000","$89,159,000",Road,N/A
BUILD I,2018,Trump,No,Village Green Corridor Revitalization Project,City of Port St. Lucie,Florida,Port St. Lucie,#N/A,"$1,500,000","$3,000,000",Road,N/A
BUILD I,2018,Trump,No,Village Green Corridor Revitalization Project,City of Port St. Lucie,Florida,Port St. Lucie,#N/A,"$1,500,000","$3,000,000",Road,N/A
